from,to,value,width,color,smooth,title
authority_legitimacy_intent,authority_maintenance,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
authority_legitimacy_intent,hierarchy_authority,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
authority_legitimacy_intent,trust_credibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
authority_maintenance,hierarchy_authority,3,1.7320508075688772,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
authority_maintenance,trust_credibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
breach_correction,obedience_threshold,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
breach_correction,punishment_enforcement,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
breach_correction,rule_order_tacit_norms,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
conformity_without_assent,context_observation_variability,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
conformity_without_assent,moral_neutral_discipline,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
consequence_managed_compliance,surveillance_visibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
consequence_managed_compliance,visible_signs_legibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
context_observation_variability,moral_neutral_discipline,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
context_observation_variability,prior_home_values,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
context_observation_variability,self_discipline_personal_rule,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
durability_after_control,strategic_display_persona,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
durability_after_control,surveillance_visibility,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
eye_service_appearance_gap,standard_uncertainty_modelling,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
eye_service_appearance_gap,strategic_display_persona,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
eye_service_appearance_gap,unwatched_durability_test,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
hierarchy_authority,non_negotiable_army_order,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
hierarchy_authority,trust_credibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
moral_neutral_discipline,self_discipline_personal_rule,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
motivation_vs_discipline,unwatched_durability_test,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
non_negotiable_army_order,obedience_threshold,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
non_negotiable_army_order,operational_reliability_risk,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
obedience_threshold,punishment_enforcement,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
personal_responsibility_moralisation,widened_life_governance,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
prior_home_values,prior_socialisation_mismatch,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
prior_home_values,widened_life_governance,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
public_reputation_expectation,trust_credibility,2,1.4142135623730951,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
public_reputation_expectation,visible_signs_legibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
repetition_habit_memory,self_regulation_autonomy,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
repetition_habit_memory,visible_signs_legibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
strategic_display_persona,surveillance_visibility,1,1,"rgba(40,40,40,0.45)",FALSE,<b>Aggregate chapter co-occurrence</b><br>This edge joins two codes that co-occurred in at least one bounded thematic cluster after group-specific nodes were collapsed.
